label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
4	721 m^2	0.546	golf	hamster	1056	0.6997	944	1254	Human Computer Interaction	1247	895	-0.0317	1.4329	862
0	862 m^2	0.2444	volleyball	guinea pig	465	0.8196	728	392	Technology and Information Management	266	642	0.4952	0.9932	1078
3	987 m^2	0.5356	TENNIS	fish	977	1.0415	1784	683	Computational Media	674	1070	1.1903	0.1292	1074
0	682 m^2	0.0244	volleyball	reptile	570	1.169	1562	-1	Technology and Information Management	177	509	1.0098	1.4465	761
4	132 m^2	0.8982	track & field	hamster	1072	1.1548	1061	923	Human Computer Interaction	752	1255	0.144	1.0394	352
2	1103 m^2	1.1569	soccer	bird	1007	1.0012	-16	624	Data Science	1107	1291	1.2917	1.0417	838
5	715 m^2	0.9293	?	rat	646	0.3868	759	193	Applied Mathematics	1151	722	0.7028	0.3909	887
0	403 m^2	-0.1621	volleyball	guinea pig	88	0.9747	651	551	Bioinformatics	285	826	1.1468	0.9778	1347
3	486 m^2	0.2148	baseball	chicken	1149	1.1238	594	1006	Computer Engineering	1068	1007	1.2339	0.669	823
3	525 m^2	0.3119	baseball	chicken	1034	0.5412	825	1225	Games and Playable Media	1018	635	1.3479	0.3233	1119
5	427 m^2	0.6875	running	dog, rat	1038	0.576	1162	109	Bioengineering	899	668	0.8193	1.1479	1114
0	498 m^2	-0.146	volleyball	reptile	580	1.3207	939	221	Bioinformatics	833	1382	0.4807	0.5148	471
5	266 m^2	1.0482	basketball	rabbit	992	1.151	1015	733	Natural Language Processing	1266	624	0.9966	0.7324	1071
1	652 m^2	0.9608	motor sports	cat	1083	1.2838	1283	552	Biotechnology	786	232	1.0349	0.3026	1067
4	-182 m^2	1.0569	ice hockey	hamster	572	1.2463	541	672	Human Computer Interaction	759	1295	-0.0055	1.1508	635
2	1134 m^2	0.6732	soccer	pig	973	1.1248	460	1008	Data Science	1187	1045	0.8598	1.3552	919
2	502 m^2	0.7547	soccer	chicken	1225	1.1482	313	?	Games and Playable Media	545	951	0.8462	0.4388	771
4	447 m^2	0.8292	ICE HOCKEY	hamster	665	0.9565	1125	1264	Human Computer Interaction	1227	1057	-0.0559	1.376	697
4	-109 m^2	0.8046	track & field	hamster	956	0.6685	751	619	Human Computer Interaction	770	809	0.3613	1.0042	-232
0	1179 m^2	0.0307	badminton	guinea pig	353	1.1996	894	397	Bioinformatics	448	206	0.7723	1.1096	1406
0	402 m^2	0.0518	volleyball	reptile	464	1.031	469	64	Technology and Information Management	166	841	1.204	0.4833	461
4	156 m^2	0.4071	golf	hamster	1014	0.5405	393	1130	Human Computer Interaction	816	796	0.4496	0.891	747
2	1178 m^2	0.9177	soccer	bird	1147	0.8421	N/A	896	Data Science	552	869	0.8784	1.3291	828
0	663 m^2	0.2681	volleyball	guinea pig	148	1.1812	1415	579	BIOINFORMATICS	504	782	1.2382	0.4087	775
5	423 m^2	1.0051	football	dog, rat	683	0.3801	926	-178	Bioengineering	670	481	0.7624	1.3727	1023
1	133 m^2	0.7648	motor sports	cat	1121	1.0746	1375	749	Biotechnology	1131	772	0.888	0.9909	758
1	132 m^2	0.348	motor sports	Cat	1185	0.5803	1129	628	Robotics Engineering	1110	84	1.1687	1.224	1062
3	541 m^2	0.4825	volleyball	fish	954	1.2611	852	806	Computer Game Design	366	933	0.7469	-0.3053	1055
3	715 m^2	0.5782	baseball	chicken	910	0.9532	476	389	Computer Science	1044	1015	1.0278	0.1873	1041
4	102 m^2	1.0612	ice hockey	bird	967	0.5528	1172	1201	Human Computer Interaction	784	1268	0.4205	1.5202	428
1	411 m^2	0.615	motor sports	cat	992	1.2304	1118	526	Robotics Engineering	1013	183	1.0435	0.9641	922
1	338 m^2	0.3103	motor sports	ferret	1079	0.7427	748	714	Statistics	884	288	0.8452	0.7479	798
2	791 m^2	1.1394	soccer	pig	1061	1.4994	142	646	Data Science	984	1369	0.6782	0.5049	845
5	620 m^2	1.3688	football	dog, rabbit	1038	0.6422	1284	-409	Applied Mathematics	1192	807	0.6273	0.7397	1187
2	865 m^2	1.225	soccer	bird	451	0.5727	254	827	Human Computer Interaction	1415	832	0.3436	1.4034	709
2	260 m^2	1.1481	soccer	pig	540	1.1007	496	506	Games and Playable Media	1299	838	0.9487	1.5011	NULL
0	560 m^2	0.3712	volleyball	reptile	-43	1.2517	963	939	Bioinformatics	920	684	1.1067	0.712	1133
1	217 m^2	0.58	motor sports	cat	936	0.8369	1276	481	Human Computer Interaction	830	334	0.5901	0.5464	1318
2	493 m^2	0.9919	soccer	bird	551	0.3	575	851	Electrical Engineering	360	1427	0.9557	0.9818	906
5	679 m^2	0.9995	basketball	rat	880	0.802	612	-257	Electrical Engineering	1366	30	0.2808	0.7759	976
1	216 m^2	0.3062	motor sports	ferret	1118	1.1596	781	49	Statistics	1227	-21	0.5475	0.4578	1100
1	366 m^2	0.6618	motor sports	ferret	947	0.4419	1046	1189	Robotics Engineering	712	34	1.4158	1.0431	957
2	1315 m^2	1.0386	soccer	ferret	781	1.1166	-438	None	Games and Playable Media	528	905	1.0476	0.7033	618
3	875 m^2	0.2584	tennis		1231	1.188	781	1033	Computational Media	1331	741	1.0042	0.8329	698
3	807 m^2	0.1766	tennis	fish	1048	0.8094	1022	1524	Computer Science	983	805	1.3613	0.0232	888
1	170 m^2	0.5075	motor sports	ferret	1187	0.891	559	883	Statistics	845	310	0.6575	1.0428	951
3	1006 m^2	0.307	motor sports	reptile	868	0.9473	1176	991	Computational Media	839	942	1.3974	0.4242	601
3	805 m^2	0.7158	baseball	fish	583	0.8769	697	358	Computer Game Design	792	1196	0.828	0.8087	1197
0	1018 m^2	-0.3862	badminton	guinea pig	276	0.9058	1043	569	Data Science	786	1288	0.9942	0.6369	817
1	736 m^2	0.7727	motor sports	ferret	797	0.7386	882	378	Biotechnology	1445	441	0.8187	0.6385	843
5	22 m^2	0.6501	boxing	rabbit, rat	838	-0.2176	293	-182	Applied Mathematics	1285	531	0.3683	0.702	1663
2	N/A	0.6958	soccer	pig	272	1.272	204	408	Games And Playable Media	1229	1056	1.2569	1.0263	960
2	1422 m^2	0.7695	baseball	pig	804	1.3244	198	1192	Data Science	1193	827	0.9598	1.2236	1038
3	414 m^2	0.0646	baseball	fish	945	0.9284	549	1196	Computer Science	1040	1005	0.9757	0.3678	889
1	259 m^2	0.6728	motor sports	bird	1066	1.2348	956	354	Robotics Engineering	545	946	1.1949	1.2713	922
3	748 m^2	0.6126	tennis	chicken	842	0.6962	1055	858	Computer Engineering	1204	766	1.2069	0.5063	848
3	505 m^2	0.5924	soccer	n/a	954	1.3672	461	442	Computer Engineering	1355	1024	1.4193	0.2665	995
2	880 m^2	0.9706	soccer	bird	898	1.1457	564	989	Data Science	1059	426	0.9837	1.6213	824
0	557 m^2	0.1912	running	reptile	376	1.2738	591	315	Technology and Information Management	129	580	0.7576	1.2654	1240
0	800 m^2	-0.4304	volleyball	guinea pig	702	1.3422	570	-84	Bioinformatics	455	1261	1.2276	0.7985	1375
5	369 m^2	1.1734	running	rabbit, dog	785	0.99	930	-434	Natural Language Processing	1079	127	0.9101	0.9317	576
3	552 m^2	0.3271	baseball	CHICKEN	822	1.4158	1242	1132	Bioengineering	750	1069	0.936	0.5475	1343
3	558 m^2	0.4197	baseball	chicken	879	0.7116	354	742	Computer Engineering	530	556	0.7144	0.3516	768
0	1219 m^2	-0.0709	golf	reptile	347	0.8129	720	708	Human Computer Interaction	430	67	1.2226	1.211	1185
3	504 m^2	0.3777	tennis	chicken	982	1.1836	871	880	Computer Science	1029	999	0.904	0.7898	954
2	645 m^2	0.8169	soccer	bird	839	1.1533	87	389	Games and Playable Media	821	1158	0.9779	1.457	600
1	199 m^2	0.838	motor sports	cat	1177	0.8557	861	691	Biotechnology	1039	326	0.8223	1.4969	911
0	744 m^2	0.0089	volleyball	cat	191	1.0022	983	792	Data Science	746	391	1.115	0.4546	1161
2	737 m^2	0.6468	soccer	bird	634	0.684	663	1282	Games and Playable Media	1053	1391	1.0225	0.7782	549
1	497 m^2	0.8548	motor sports	FERRET	1124	1.0959	1143	327	Robotics Engineering	767	310	0.8848	0.966	1148
4	252 m^2	0.863	volleyball	hamster	1229	0.7264	1051	1284	Human Computer Interaction	1201	1415	0.2058	0.3771	405
1	93 m^2	0.8284	motor sports	FERRET	956	0.975	646	296	None	161	154	0.5887	0.8618	1266
4	-130 m^2	0.7682	ice hockey	hamster	809	0.9185	1158	898	Human Computer Interaction	1176	1522	0.6131	0.9792	400
1	768 m^2	0.7993	motor sports	cat	1058	1.0092	924	850	Biotechnology	710	98	1.1946	1.1411	946
5	277 m^2	1.1132	football	dog	1124	0.8157	1014	31	Electrical Engineering	1195	975	0.2427	1.3869	907
3	602 m^2	0.217	tennis	chicken	1340	0.9705	732	1006	Computational Media	1195	1391	0.7329	0.1723	1237
4	237 m^2	0.4515	ice hockey	hamster	911	0.9256	860	762	Human Computer Interaction	939	876	0.5426	1.5728	N/A
1	508 m^2	1.2155	motor sports	ferret	1132	0.565	732	582	Biotechnology	904	-154	1.1219	0.7007	851
0	440 m^2	-0.0824	badminton	guinea pig	613	0.6749	1303	601	Technology and Information Management	90	650	1.2011	0.8888	906
5	1043 m^2	0.9271	basketball	rat, rabbit	867	0.1097	635	-42	Bioengineering	1214	446	0.7261	0.3687	1204
5	858 m^2	0.8066	basketball	rabbit, dog	1101	0.1361	512	489	Applied Mathematics	623	239	0.8516	1.285	1417
1	-295 m^2	0.2367	motor sports	hamster	1449	0.5592	810	572	Robotics Engineering	966	130	1.3199	1.1296	1203
3	448 m^2	n/a	baseball	fish	820	1.277	310	738	Statistics	817	1221	1.1859	0.2631	872
4	230 m^2	0.9388	ice hockey	hamster	852	0.8101	1429	961	Human Computer Interaction	1427	1301	0.3465	1.0063	581
2	1206 m^2	0.536	soccer	bird	707	1.1367	-35	422	Data Science	679	1380	0.6806	1.3332	923
4	163 m^2	1.1501	ice hockey	hamster	1215	1.5268	1134	599	Human Computer Interaction	952	750	0.3951	1.2669	283
1	620 m^2	0.5341	motor sports	cat	1147	1.2878	1281	269	Natural Language Processing	1387	638	0.9784	0.8412	1183
0	274 m^2	0.5703	volleyball	guinea pig	-42	1.24	926	1057	Technology and Information Management	-39	408	0.8919	0.8457	1494
2	981 m^2	1.3651	soccer	bird	657	1.3093	304	564	Data Science	1161	548	0.8287	0.9719	822
3	607 m^2	0.5876	tennis	fish	757	0.8149	613	579	dATA sCIENCE	1115	756	0.8443	-0.0571	1325
1	n/a	1.5062	basketball	cat	815	1.0897	1211	1208	Statistics	936	n/a	1.6263	0.9661	1039
4	227 m^2	0.973	golf	hamster	914	0.7029	835	535	Human Computer Interaction	902	1123	0.5191	1.0131	780
5	490 m^2	1.0554	football	dog, rat	1011	-0.0888	409	-298	Statistics	776	961	0.7703	0.4001	1241
4	486 m^2	0.4579	golf	hamster	1462	1.3427	955	1655	Human Computer Interaction	833	1356	0.3312	0.903	681
1	29 m^2	0.7005	motor sports	ferret	1206	0.7385	786	1158	Biotechnology	1385	267	0.7649	1.5023	578
1	236 m^2	0.7698	motor sports	ferret	624	1.3467	947	734	Statistics	762	140	0.7639	1.2312	820
5	555 m^2	0.9552	football	rat	521		1120	122	Bioengineering	1372	722	0.9884	0.8656	833
5	392 m^2	0.9694	boxing	rabbit	1167	-0.1359	427	235	Bioengineering	818	701	-0.0876	0.8995	739
5	232 m^2	0.9744	running	rat, rabbit	718	0.1429	1313	757	Bioengineering	894	216	0.3856	0.4418	578
5	514 m^2	1.149	basketball	rabbit, rat	979	0.3933	732	537	Applied Mathematics	1366	1098	0.4952	0.829	1314
4	197 m^2	0.8433	golf	hamster	1133	0.6904	1420	960	Human Computer Interaction	877	1263	0.2279	1.3617	320
1	-113 m^2	0.9305	motor sports	cat	1186	1.0481	1217	469	Robotics Engineering	1108	-171	0.7795	0.8425	1242
0	550 m^2	0.1043	running	reptile	500	0.5617	747	593	Computer Game Design	397	802	0.8372	1.0572	1156
1	216 m^2	0.6449	motor sports	cat	978	1.2343	1192	433	Statistics	829	46	1.0616	0.9664	714
2	1183 m^2	0.5827	soccer	reptile	750	0.8332	481	644	Games and Playable Media	1372	1403	0.8157	0.9965	1290
0	784 m^2	0.3188	motor sports	guinea pig	476	1.1748	1252	807	Technology and Information Management	633	387	0.4847	1.1186	972
3	271 m^2	0.4918	tennis	chicken	1326	1.1168	280	934	Computational Media	592	1170	1.2699	0.4424	1069
3	1018 m^2	0.4363	baseball	chicken	903	0.7952	571	923	Electrical Engineering	737	1729	1.3766	0.3374	1364
3	484 m^2	0.3408	tennis	chicken	405	0.976	701	987	cOMPUTER eNGINEERING	1383	1527	0.7681	0.3788	760
2	1260 m^2	0.4403	soccer	pig	809	0.8563	92	674	Data Science	929	867	1.1378	0.9782	611
3	565 m^2	0.3812	tennis	chicken	759	1.1686	484	941	Computer Game Design	1324	945	0.8865	0.1452	1123
1	219 m^2	0.8062	motor sports	guinea pig	1302	1.5558	1031	659	Statistics	None	-208	1.2761	0.4704	558
4	58 m^2	0.651	ice hockey	hamster	935	0.7269	557	1078	Human Computer Interaction	292	1575	-0.2967	1.0352	459
4	539 m^2	0.9998	ice hockey	hamster	641	1.1345	759	948	Biotechnology	1012	197	0.6325	1.0432	618
3	726 m^2	0.4412	baseball	fish	1014	0.7441	1041	1252	Computer Science	728	994	1.0231	0.0443	879
5	886 m^2	1.4449	boxing	chicken	916	0.2997	742	-587	Natural Language Processing	1625	328	0.1469	1.0605	1341
4	559 m^2	0.8474	golf	hamster	706	1.0195	1172	937	Bioengineering	707	830	-0.1689	1.3265	459
0	828 m^2	-0.2017	volleyball	reptile	689	0.4188	1615	523	Bioinformatics	247	753	1.0123	1.0788	968
5	543 m^2	0.7627	football	rat	1258	0.4206	499	-179	Bioengineering	805	633	0.6149	0.6281	483
0	701 m^2	N/A	soccer	reptile	183	0.9458	1054	327	Games and Playable Media	667	380	0.939	0.5221	1376
3	851 m^2	0.5847	baseball	fish	1368	0.8935	1729	1299	Robotics Engineering	1321	815	1.7687	0.2873	1050
0	940 m^2	0.571	badminton	reptile	297	1.5751	1132	301	Bioinformatics	242	142	1.2654	1.1514	1126
3	795 m^2	0.1776	basketball	chicken	766	0.8888	1039	902	Computer Engineering	1083	1092	0.9865	0.2144	896
2	893 m^2	0.9232	soccer	bird	500	1.2208	-15	274	Games and Playable Media	1191	663	1.4511	0.6812	475
5	273 m^2	0.6716	football	hamster	1262	0.1349	986	278	Electrical Engineering	1054	1012	0.5978	0.9173	1066
1	597 m^2	0.6847	motor sports	ferret	1182	1.4583	1221	153	Statistics	685	913	0.8448	0.863	763
1	312 m^2	0.7487	motor sports	cat	727	0.7198	1210	1110	Statistics	674	77	0.9297	0.6284	862
3	762 m^2	0.1718	baseball	fish	844	0.3385	284	756	Computer Science	1583	666	0.6961	-0.0868	None
5	504 m^2	1.3907	badminton	RAT	753	0.8541	977	-209	Bioengineering	1155	1105	0.6625	0.4874	1079
5	1059 m^2	0.6274	BASKETBALL	rabbit, dog	630	0.1272	866	414	Bioengineering	779	1143	0.2041	0.9322	771
1	615 m^2	0.7798	tennis	reptile	1295	0.9249	784	960	Biotechnology	643	209	1.1945	1.2048	945
1	675 m^2	0.5371	motor sports	ferret	856	1.6273	1133	289	Biotechnology	760	-262	1.0113	1.7133	1108
3	319 m^2	0.5044	baseball	chicken	1271	1.3823	1341	853	Computer Engineering	713	836	1.0063	0.5139	744
2	1243 m^2	1.5094	soccer	bird	1023	1.0295	485	579	Games and Playable Media	728	820	1.2108	0.0429	730
3	1196 m^2	0.3556	baseball	fish	973	1.3617	661	1292	Computer Game Design	753	1208	1.1898	0.525	1013
5	373 m^2	1.2966	basketball	rat	1133	0.5959	1414	-29	Electrical Engineering	1445	516	0.8392	0.5099	616
2	610 m^2	0.9805	BASEBALL	bird	350	0.4985	294	1016	Games and Playable Media	1584	882	1.2126	0.7786	741
3	814 m^2	0.1765	baseball	fish	581	0.7883	500	1214	Computational Media	1359	826	0.7651	0.3455	1060
2	836 m^2	0.499	soccer	bird	871	0.8082	86	1215	Bioinformatics	1412	1169	1.3254	0.2247	722
4	391 m^2	0.688	ice hockey	hamster	1031	0.8461	1698	1405	Human Computer Interaction	1074	1084	-0.0331	0.4831	389
5	738 m^2	1.0495	basketball	dog	1097	0.8663	886	146	Natural Language Processing	1440	1226	0.8077	0.9697	766
5	82 m^2	None	boxing	DOG, RAT	992	0.5694	802	91	Applied Mathematics	800	560	0.4977	1.2077	469
5	668 m^2	1.082	basketball	rabbit	1075	0.461	1004	172	Bioengineering	1138	432	0.77	0.5846	846
3	867 m^2	0.352	BASEBALL	chicken	1258	N/A	615	1082	Computational Media	908	1108	0.7673	0.3679	1140
4	703 m^2	0.8959	ice hockey	hamster	1030	0.6195	757	940	Electrical Engineering	1145	1152	0.3771	1.0096	244
5	231 m^2	0.9332	running	dog	1162	0.628	1015	303	Bioengineering	701	714	0.444		953
5	663 m^2	0.7937	soccer	rabbit, dog	945	0.3087	1455	-65	Bioengineering	1365	-39	0.4269	0.2931	876
4	112 m^2	1.0646	track & field	hamster	812	1.1867	735	813	Human Computer Interaction	697	531	0.4832	1.0049	101
3	3 m^2	0.334	baseball	fish	1107	1.6228	592	785	Computer Game Design	1207	1088	1.1716	0.2625	1274
5	727 m^2	0.819	motor sports	dog, rat	1231	0.5326	1268	-509	Natural Language Processing	578	706	1.1584	1.1434	1087
5	99 m^2	0.9726	boxing	dog, rat	1274	0.5377	570	231	Electrical Engineering	1039	927	1.2462	0.6069	547
1	348 m^2	0.7342	motor sports	cat	1110	1.273	665	393	Biotechnology	767	-190	0.5194	0.9898	1027
3	1114 m^2	0.5389	baseball	fish	1037	1.5349	496	909	Computer Science	697	344	0.8515	-0.1876	1152
1	524 m^2	1.109	motor sports	cat	1048	1.1892	718	693	Statistics	1196	293	1.5254	0.6474	721
3	408 m^2	0.5881	baseball	chicken	991	0.8627	438	748	Computer Game Design	877	765	0.999	0.611	844
5	662 m^2	0.6319	motor sports	rat	982	0.5694	1270	-522	Bioengineering	1282	329	0.4345	0.8681	1225
4	147 m^2	1.1802	golf	hamster	961	1.0895	931	1242	Human Computer Interaction	1151	1195	0.4524	0.4005	779
0	1402 m^2	0.2675	badminton	reptile	623	1.0908	813	245	Bioinformatics	280	556	0.8809	1.0843	904
1	357 m^2	0.5996	motor sports	cat	1220	0.9094	1469	452	Human Computer Interaction	689	311	0.9084	1.2429	809
4	398 m^2	1.2835	golf	hamster	1308	?	898	842	Human Computer Interaction	640	1002	-0.0398	1.0026	500
3	922 m^2	0.6566	baseball	chicken	683	1.2547	484	560	Computer Game Design	996	286	1.3492	0.3124	935
5	9 m^2	0.4929	boxing	dog, rat	945	0.8982	1173	-327	Natural Language Processing	1285	874	0.8166	0.5457	1239
1	456 m^2	0.5863	motor sports	cat	1232	0.8422	1034	338	Robotics Engineering	789	-214	0.955	1.2476	981
1	57 m^2	0.5565	motor sports	cat	1487	0.7613	795	319	Statistics	1311	447	0.8066	0.7758	1147
3	758 m^2	0.3581	baseball	fish	942	0.9345		681	Computer Science	1138	1395	0.7996	0.2192	484
2	873 m^2	1.1223	soccer	pig	525	0.9954	562	1091	Data Science	1012	552	0.9257	1.0093	1090
1	100 m^2	0.7523	motor sports	Guinea Pig	1326	1.6296	1176	59	Statistics	715	-86	0.9361	0.6592	127
4	500 m^2	0.9669	golf	hamster	930	1.5495	1487	1134	Human Computer Interaction	869	778	0.1262	0.9374	367
4	-58 m^2	0.7073	golf	hamster	962	0.8324	870	982	Human Computer Interaction	1093	1323	0.0205	0.5589	444
5	421 m^2	1.4904	football	dog, rat	1058	0.2772	989	203	Computer Engineering	1214	502	1.0003	0.6562	937
5	788 m^2	0.7529	boxing	rabbit, dog	653	0.0722	1138	597	Bioengineering	992	825	0.321	0.5232	1159
0	1165 m^2	0.3214	badminton	reptile	278	1.0331	885	456	Technology and Information Management	731	1120	0.5788	1.0895	974
0	545 m^2		volleyball	reptile	472	1.3406	229	606	Bioinformatics	641	551	0.9434	1.2951	897
0	299 m^2	0.1018	volleyball	guinea pig	334	1.171	926	616	Applied Mathematics	768	288	0.9061	0.8861	1090
4	334 m^2	0.4831	golf	hamster	981	1.0532	968	1121	Human Computer Interaction	896	987	0.4515	1.4781	435
1	344 m^2	0.5609	motor sports	cat	743	1.1515	1182	896	Robotics Engineering	522	626	0.6953	0.8568	552
5	244 m^2	0.9669	football	dog, rat	931	0.6302	942	428	Applied Mathematics	1507	-191	0.0603	1.2451	1098
4	-20 m^2	0.5202	ice hockey	NULL	1019	0.5638	369	1197	Technology and Information Management	834	1361	0.1391	1.034	548
2	644 m^2	0.9681	soccer	pig	924	0.767	-288	n/a	Data Science	770	910	0.4805	0.8827	851
0	824 m^2	0.0319	badminton	reptile	416	1.0079	1103	394	Bioinformatics	1004	1359	1.1382	0.5337	1106
5	-14 m^2	1.0124	running	rat	550	0.412	1274	668	Electrical Engineering	662	963	0.7195	0.2379	966
5	664 m^2	1.0146	basketball	rat	831	0.2269	1188	-11	Natural Language Processing	1127	851	0.5392	1.0911	808
3	423 m^2	0.2403	baseball	chicken	859	1.1152	394	827	Natural Language Processing	731	702	0.7359	0.5538	803
0	668 m^2	0.642	badminton	guinea pig	234	0.7768	861	279	Bioinformatics	214	409	1.1007	0.9134	805
0	999 m^2	-0.0615	badminton	guinea pig	643	1.0072	1153	557	Technology and Information Management	883	1046	0.7373	0.8076	1130
4	61 m^2	0.482	golf	hamster	993	0.7277	1578	894	Natural Language Processing	1205	430	0.1978	0.9697	348
4	455 m^2	0.5088	ice hockey	hamster	811	0.7953	950	552	Human Computer Interaction	1130	1140	0.1897	1.8526	259
5	1073 m^2	0.6562	basketball	rat	None	0.245	795	-414	Natural Language Processing	978	127	0.3372	1.0166	1164
3	796 m^2	0.1867	tennis	fish	882	1.103	353	1138	Computational Media	986	453	0.8951	0.2281	745
3	478 m^2	0.5801	baseball	chicken	961	1.0827	653	914	Biotechnology	566	1414	0.8955	0.1683	918
3	893 m^2	0.2466	baseball	fish	1291	0.9005	1344	796	Games and Playable Media	823	1048	0.9038	0.347	1285
4	11 m^2	0.8058	track & field	hamster	820	1.0263	456	1073	Human Computer Interaction	1232	1385	0.1144	0.7218	414
3	608 m^2	-0.3363	tennis	fish	755	1.0868	1179	893	COMPUTER SCIENCE	350	1359	0.8452	0.1918	1075
0	800 m^2	0.177	badminton	reptile	676	1.1168	1321	389	Technology and Information Management	362	778	0.7378	1.2655	1004
4	-590 m^2	0.9768	golf	hamster	715	1.3655	1108	852	Human Computer Interaction	1543	706	0.2916	1.0168	325
4	880 m^2	0.4462	track & field	hamster	745	0.345	1181	1465	Human Computer Interaction	623	999	0.0795	0.674	727
1	14 m^2	0.9978	Motor Sports	cat	913	0.6737	1126	423	Robotics Engineering	842	-314	0.7686	1.031	717
0	716 m^2		badminton	reptile	733	1.1886	749	701	Technology and Information Management	757	1076	1.1868	1.3373	777
0	883 m^2	0.3571	badminton	guinea pig	358	0.585	1210	518	Statistics	509	172	0.7893	1.106	1131
0	1045 m^2	0.154	football	guinea pig	862	0.8099	917	513	Bioinformatics	345	1022	0.6277	0.7779	1324
2	1010 m^2	0.8748	soccer	pig	1050	1.0305	454	716	Data Science	1243	1220	0.8516	1.2481	359
5	516 m^2	1.2354	boxing	rat	900	0.2311	1715	-406	Bioengineering	1015	1048	0.5432	0.8559	761
2	1219 m^2	0.8809	running	bird	887	0.786	-468	504	Data Science	1192	1195	1.1261	1.4082	1507
4	525 m^2	1.3004	golf	rabbit	690	0.5956	1665	1294	Human Computer Interaction	1317	1029	n/a	0.4248	491
3	285 m^2	0.2476	baseball	fish	431	1.2272	399	742	Computer Game Design	1169	571	1.3503	0.2077	951
2	1531 m^2	0.7948	SOCCER	bird	975	1.2176	398	408	Games and Playable Media	788	400	0.8951	0.9657	851
4	221 m^2	0.8659	track & field	hamster	934	0.9741	832	1260	Human Computer Interaction	807	341	0.0861	1.2809	540
3	934 m^2	0.4577	tennis	bird	1122	1.0844	850	745	Computational Media	474	611	0.9229	0.3136	1099
1	7 m^2	0.8059	motor sports	fish	927	1.2087	740	255	Biotechnology	1523	74	0.6649	1.0211	1357
0	-160 m^2	-0.2086	golf	guinea pig	525	1.1877	979	188	Technology and Information Management	477	841	0.483	0.8951	854
2	572 m^2	0.7327	soccer	?	887	1.2265	-172	684	Data Science	848	753	1.2309	0.4391	609
2	1169 m^2	0.7002	soccer	bird	719	0.7797	-584	797	Data Science	856	978	0.9286	0.96	1104
0	707 m^2	0.2589	badminton	reptile	502	0.7839	703	86	Games and Playable Media	591	651	1.1091	0.9623	788
4	250 m^2	0.5136	ice hockey	hamster	966	0.8882	910	1674	Human Computer Interaction	1110	1377	0.3453	0.7805	475
4	-236 m^2	0.3918	golf	hamster	1464	1.1753	1698	698	Human Computer Interaction	734	510	0.7358	0.9749	417
4	171 m^2	0.947	ice hockey	hamster	1228	0.8273	764	706	Human Computer Interaction	689	1098	0.5546	1.2989	82
0	884 m^2	0.4402	soccer	reptile	-94	0.3059	1593	445	Bioinformatics	309	1062	1.21	0.9836	1316
3	126 m^2	0.822	tennis	fish	862	1.0169	949	1062	Electrical Engineering	641	539	0.7793	0.7787	730
2	1224 m^2	0.5833	soccer	bird	944	1.1934	-62	611	Biotechnology	594	526	1.0298	1.4046	1079
1	235 m^2	n/a	motor sports	ferret	914	0.8628	477	394	Biotechnology	1102	235	0.8835	1.0055	590
4	507 m^2	0.7873	golf	hamster	823	0.3899	825	1282	Biotechnology	1326	850	0.4483	0.8836	653
3	927 m^2	0.9586	baseball	fish	547	1.1767	400	671	Computational Media	1196	517	1.0368	0.0135	820
5	985 m^2	1.0762	boxing	rat	1402	0.1666	975	-37	Natural Language Processing	552	104	0.4825	0.7434	669
2	1275 m^2	0.7158	SOCCER	bird	755	0.939	-322	1236	Data Science	1237	575	0.863	0.9855	1050
1	714 m^2	0.4717	motor sports	ferret	1381	0.9366	1595	825	Biotechnology	1197	506	0.934	0.8225	801
3	243 m^2	0.6086	baseball	chicken	962	0.5905	1076	755	Computer Engineering	508	683	1.1873	0.4227	785
5	91 m^2	0.7402	football	rat, dog	835	0.8669	1490	532	Applied Mathematics	1095	1255	0.9984	1.1096	823
4	-44 m^2	0.9472	track & field	hamster	995	1.0211	1489	666	Human Computer Interaction	845	1345	-0.2606	0.7137	564
0	696 m^2	-0.1825	volleyball	reptile	227	1.0327	1216	321	Bioinformatics	-31	799	0.8767	0.8836	836
3	935 m^2	0.0612	tennis	fish	730	1.0894	692	1106	Computer Game Design	790	1024	1.1317	0.1707	1005
4	81 m^2	1.0671	ice hockey	hamster	1227	1.3165	403	717	Human Computer Interaction	1129	758	0.0978	0.8523	376
1	513 m^2	0.4901	motor sports	ferret	1235	0.8807	1166	659	Statistics	789	352	0.9098	0.8378	684
4	483 m^2	0.7867	ice hockey	hamster	1040	1.0092	1374	228	N/A	1467	1177	0.3127	1.4291	577
5	322 m^2	0.7243	basketball	rabbit, dog	678	0.2689	1245	133	Bioengineering	636	835	0.5912	1.3669	1099
3	369 m^2	0.3607	baseball	chicken	784	0.9836	366	907	Computer Engineering	875	412	1.0746	0.6058	1080
1	250 m^2	0.9137	motor sports	cat	1113	1.0433	1139	834	Robotics Engineering	1127	-12	1.1389	1.0011	1428
2	761 m^2	0.9898	soccer	pig	1036	0.8986	312	657	Games and Playable Media	N/A	1252	0.6261	0.7902	816
2	771 m^2	1.1485	soccer	cat	607	1.3513	95	239	Games and Playable Media	1303	785	1.0348	1.1053	778
3	371 m^2	0.1327	tennis	fish	974	0.453	267	1574	Computational Media	1003	890	1.0776	0.1371	846
